genus	reads	relative_abundance	percent
Bradyrhizobium	130	0.000897858262713328	0.0897858262713328
Megasphaera	126	0.000870231854629841	0.0870231854629841
Comamonas	125	0.000863325252608969	0.0863325252608969
Ornithinibacillus	120	0.00082879224250461	0.082879224250461
Delftia	119	0.000821885640483738	0.0821885640483738
Micrococcus	111	0.000766632824316764	0.0766632824316764
Brevibacillus	109	0.000752819620275021	0.0752819620275021
Brevundimonas	107	0.000739006416233277	0.0739006416233277
Sphingomonas	97	0.00066994039602456	0.066994039602456
Pelomonas	93	0.000642313987941073	0.0642313987941073
Lawsonella	92	0.000635407385920201	0.0635407385920201
Nocardiopsis	91	0.000628500783899329	0.0628500783899329
Haemophilus	86	0.000593967773794971	0.0593967773794971
Afipia	79	0.000545621559648868	0.0545621559648868
Carboxydocella	79	0.000545621559648868	0.0545621559648868
Fonticella	72	0.000497275345502766	0.0497275345502766
Aeromonas	70	0.000483462141461023	0.0483462141461023
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	68	0.000469648937419279	0.0469648937419279
Arthrobacter	68	0.000469648937419279	0.0469648937419279
Acidovorax	64	0.000442022529335792	0.0442022529335792
Shewanella	57	0.00039367631518969	0.039367631518969
Bosea	55	0.000379863111147946	0.0379863111147946
Lysobacter	50	0.000345330101043588	0.0345330101043588
Rhodococcus	50	0.000345330101043588	0.0345330101043588
Leptothrix	49	0.000338423499022716	0.0338423499022716
Mycobacterium	49	0.000338423499022716	0.0338423499022716
Pseudarthrobacter	49	0.000338423499022716	0.0338423499022716
Candidatus Aquiluna	48	0.000331516897001844	0.0331516897001844
Rothia	48	0.000331516897001844	0.0331516897001844
Massilia	47	0.000324610294980972	0.0324610294980972
Polaromonas	46	0.000317703692960101	0.0317703692960101
Enhydrobacter	45	0.000310797090939229	0.0310797090939229
Hyphomicrobium	45	0.000310797090939229	0.0310797090939229
Novosphingobium	45	0.000310797090939229	0.0310797090939229
Enterobacter	44	0.000303890488918357	0.0303890488918357
Terrilactibacillus	44	0.000303890488918357	0.0303890488918357
Acinetobacter	43	0.000296983886897485	0.0296983886897485
Flavobacterium	42	0.000290077284876614	0.0290077284876614
Thermoanaerobacterium	42	0.000290077284876614	0.0290077284876614
Dielma	41	0.000283170682855742	0.0283170682855742
Brevibacterium	40	0.00027626408083487	0.027626408083487
Paenibacillus	40	0.00027626408083487	0.027626408083487
Ralstonia	39	0.000269357478813998	0.0269357478813998
Salipaludibacillus	38	0.000262450876793127	0.0262450876793127
Lentibacillus	37	0.000255544274772255	0.0255544274772255
Nakamurella	34	0.00023482446870964	0.023482446870964
Microvirga	33	0.000227917866688768	0.0227917866688768
Variovorax	32	0.000221011264667896	0.0221011264667896
Anaerofustis	31	0.000214104662647024	0.0214104662647024
DSSF69	31	0.000214104662647024	0.0214104662647024
Kurthia	31	0.000214104662647024	0.0214104662647024
Actinomadura	30	0.000207198060626153	0.0207198060626153
Actinomyces	30	0.000207198060626153	0.0207198060626153
hgcI clade	30	0.000207198060626153	0.0207198060626153
Nocardioides	29	0.000200291458605281	0.0200291458605281
Candidatus Limnoluna	28	0.000193384856584409	0.0193384856584409
Chelatococcus	28	0.000193384856584409	0.0193384856584409
Planococcus	28	0.000193384856584409	0.0193384856584409
Sporosarcina	28	0.000193384856584409	0.0193384856584409
Anaerobacillus	27	0.000186478254563537	0.0186478254563537
Aquabacterium	27	0.000186478254563537	0.0186478254563537
Caulobacter	27	0.000186478254563537	0.0186478254563537
Fictibacillus	27	0.000186478254563537	0.0186478254563537
Rhodoferax	27	0.000186478254563537	0.0186478254563537
Sphaerotilus	27	0.000186478254563537	0.0186478254563537
Dactylosporangium	26	0.000179571652542666	0.0179571652542666
Phenylobacterium	26	0.000179571652542666	0.0179571652542666
Limnobacter	24	0.000165758448500922	0.0165758448500922
Glutamicibacter	23	0.00015885184648005	0.015885184648005
Granulicatella	23	0.00015885184648005	0.015885184648005
Kocuria	23	0.00015885184648005	0.015885184648005
Pseudopropionibacterium	23	0.00015885184648005	0.015885184648005
Altererythrobacter	22	0.000151945244459179	0.0151945244459179
Candidatus Symbiobacter	22	0.000151945244459179	0.0151945244459179
Dietzia	22	0.000151945244459179	0.0151945244459179
Paraliobacillus	22	0.000151945244459179	0.0151945244459179
